0.361393,0.361393,0.361393
0.358609,0.358609,0.358609
0.364415,0.364415,0.364415
0.372089,0.372089,0.372089
0.375393,0.375393,0.375393
0.377770,0.377770,0.377770
0.380247,0.380247,0.380247
0.381774,0.381774,0.381774
0.384838,0.384838,0.384838
0.391324,0.391324,0.391324
0.396711,0.396711,0.396711
0.398783,0.398783,0.398783
0.398016,0.398016,0.398016
0.400521,0.400521,0.400521
0.401785,0.401785,0.401785
0.360615,0.360615,0.360615
0.357691,0.357691,0.357691
0.363878,0.363878,0.363878
0.372041,0.372041,0.372041
0.375421,0.375421,0.375421
0.378226,0.378226,0.378226
0.381077,0.381077,0.381077
0.382811,0.382811,0.382811
0.385460,0.385460,0.385460
0.391427,0.391427,0.391427
0.396475,0.396475,0.396475
0.398645,0.398645,0.398645
0.397293,0.397293,0.397293
0.399421,0.399421,0.399421
0.405636,0.405636,0.405636
0.361163,0.361163,0.361163
0.357928,0.357928,0.357928
0.364049,0.364049,0.364049
0.371881,0.371881,0.371881
0.374458,0.374458,0.374458
0.377354,0.377354,0.377354
0.380358,0.380358,0.380358
0.382397,0.382397,0.382397
0.385464,0.385464,0.385464
0.391586,0.391586,0.391586
0.396088,0.396088,0.396088
0.398289,0.398289,0.398289
0.397155,0.397155,0.397155
0.398068,0.398068,0.398068
0.404853,0.404853,0.404853
0.360707,0.360707,0.360707
0.357510,0.357510,0.357510
0.363597,0.363597,0.363597
0.371518,0.371518,0.371518
0.374114,0.374114,0.374114
0.377423,0.377423,0.377423
0.380275,0.380275,0.380275
0.382591,0.382591,0.382591
0.386169,0.386169,0.386169
0.391870,0.391870,0.391870
0.395287,0.395287,0.395287
0.397598,0.397598,0.397598
0.397680,0.397680,0.397680
0.398592,0.398592,0.398592
0.404872,0.404872,0.404872
0.360461,0.360461,0.360461
0.358103,0.358103,0.358103
0.364642,0.364642,0.364642
0.371780,0.371780,0.371780
0.373830,0.373830,0.373830
0.377124,0.377124,0.377124
0.379931,0.379931,0.379931
0.382521,0.382521,0.382521
0.386437,0.386437,0.386437
0.391653,0.391653,0.391653
0.394787,0.394787,0.394787
0.397019,0.397019,0.397019
0.397623,0.397623,0.397623
0.399437,0.399437,0.399437
0.404479,0.404479,0.404479
0.360844,0.360844,0.360844
0.358572,0.358572,0.358572
0.364902,0.364902,0.364902
0.370924,0.370924,0.370924
0.372859,0.372859,0.372859
0.376457,0.376457,0.376457
0.379637,0.379637,0.379637
0.382683,0.382683,0.382683
0.386911,0.386911,0.386911
0.391910,0.391910,0.391910
