0.200471,0.194583,0.143441
0.201815,0.195834,0.430769
0.202903,0.196641,0.722330
0.203861,0.197357,1.028524
0.204399,0.197685,1.334171
0.204994,0.198206,1.640096
0.205548,0.198970,1.945908
0.206067,0.199678,2.253290
0.206712,0.200145,2.559287
0.207294,0.200460,2.864941
0.207306,0.200532,3.178589
0.207217,0.200933,3.507851
0.207422,0.201369,3.843713
0.207628,0.201415,4.183686
0.207491,0.201261,4.522434
0.207194,0.201167,4.863689
0.207181,0.201133,5.205709
0.207189,0.201139,5.551344
0.206916,0.201069,5.902763
0.206646,0.200923,6.259002
0.206780,0.200862,6.618156
0.207020,0.200900,6.979808
0.207036,0.200826,7.345214
0.206762,0.200666,7.713389
0.206590,0.200664,8.085382
0.206707,0.200829,8.459183
0.206923,0.201001,8.833127
0.207528,0.201209,9.206908
0.208210,0.201448,9.588331
0.208621,0.201436,9.971292
0.209390,0.201337,10.360604
0.601511,0.194909,0.143098
0.605376,0.196171,0.429902
0.608516,0.196686,0.720307
0.611229,0.197689,1.025921
0.612886,0.198498,1.333169
0.614706,0.199213,1.639304
0.616361,0.199859,1.943346
0.617925,0.200501,2.249508
0.619969,0.200978,2.556016
0.621749,0.201204,2.862072
0.621785,0.201063,3.176267
0.621503,0.201219,3.506463
0.622172,0.201550,3.843024
0.622837,0.201637,4.182862
0.622421,0.201490,4.521602
0.621527,0.201317,4.862766
0.621500,0.201188,5.205155
0.621530,0.201093,5.551050
0.620730,0.201073,5.902623
0.619917,0.201053,6.258987
0.620325,0.201004,6.618487
0.621048,0.200952,6.980333
0.621111,0.200851,7.345424
0.620290,0.200779,7.713070
0.619770,0.200827,8.084721
0.620116,0.200819,8.458419
0.620766,0.200838,8.832023
0.622588,0.201181,9.205420
0.624613,0.201520,9.586145
0.625835,0.201400,9.967174
0.628166,0.201342,10.355637
1.017049,0.194487,0.142284
1.015961,0.195587,0.428024
1.017233,0.195964,0.717136
1.020398,0.196995,1.021381
1.023555,0.198148,1.329320
1.026535,0.199099,1.635248
1.028607,0.199870,1.937451
1.030602,0.200639,2.242392
1.032907,0.201150,2.549986
1.034640,0.201347,2.857147
1.034731,0.201135,3.172472
1.034775,0.201152,3.503596
1.035843,0.201375,3.840864
1.036849,0.201484,4.181189
1.036632,0.201382,4.520697
1.035618,0.201216,4.862364
1.035731,0.201089,5.205186
1.036056,0.201007,5.551325
1.035162,0.201031,5.902652
1.034142,0.201044,6.258607
1.034339,0.200970,6.618221
1.034782,0.200891,6.980441
1.034782,0.200861,7.345632
1.034355,0.200955,7.712981
1.034136,0.201067,8.084054
1.034151,0.200882,8.456444
1.034830,0.200764,8.828856
1.038454,0.201207,9.202413
1.042274,0.201648,9.583341
1.043622,0.201357,9.962853
1.046522,0.201345,10.350856
1.425015,0.194380,0.141836
1.424175,0.195519,0.426525
1.425065,0.195848,0.714357
1.428575,0.196647,1.017646
1.433377,0.197958,1.324966
1.437339,0.199099,1.629617
1.439519,0.200170,1.930080
1.441541,0.201234,2.233922
1.443290,0.201710,2.543121
1.444238,0.201738,2.851665
1.444624,0.201419,3.168332
1.445809,0.201282,3.500237
1.447450,0.201300,3.838053
1.448806,0.201337,4.179204
1.449295,0.201258,4.519981
1.448674,0.201136,4.862586
1.449126,0.201060,5.205766
1.449992,0.201065,5.552097
1.449513,0.201098,5.902853
1.448681,0.201031,6.257946
1.448368,0.200873,6.617457
1.447993,0.200788,6.980175
1.447898,0.200883,7.345812
1.448675,0.201195,7.713030
1.449346,0.201383,8.083331
1.448664,0.201008,8.453427
1.449076,0.200754,8.823910
1.454958,0.201260,9.198006
1.460971,0.201803,9.579853
1.461913,0.201306,9.958306
1.464339,0.201333,10.346072
1.834761,0.194305,0.141856
1.834788,0.195380,0.425978
1.836288,0.195632,0.712925
1.839371,0.196409,1.015730
1.844102,0.197876,1.322179
1.847883,0.199133,1.625948
1.849776,0.200433,1.925972
1.851673,0.201748,2.229730
1.853405,0.202224,2.539353
1.854058,0.202077,2.847861
1.854617,0.201606,3.164656
1.856477,0.201350,3.496968
1.858569,0.201215,3.835278
1.860222,0.201203,4.176813
1.861354,0.201210,4.517983
1.861545,0.201187,4.860791
1.862483,0.201131,5.204192
1.863610,0.201147,5.550670
1.863529,0.201159,5.901790
1.863103,0.201048,6.257278
1.862631,0.200832,6.616956
1.861884,0.200692,6.979628
1.861794,0.200783,7.345197
1.862984,0.201166,7.712449
1.864217,0.201414,8.082193
1.864374,0.201109,8.449255
1.865595,0.200916,8.817152
1.872096,0.201312,9.192578
1.878656,0.201726,9.576179
1.879756,0.201197,9.954032
1.883121,0.201480,10.341923
2.246325,0.193888,0.141472
2.247841,0.195017,0.424826
2.250350,0.195309,0.710933
2.252455,0.196258,1.012711
2.255629,0.197854,1.318169
2.258072,0.199152,1.621527
2.259453,0.200601,1.922281
2.261070,0.202127,2.226966
2.263169,0.202636,2.536380
2.264026,0.202342,2.843977
2.264622,0.201723,3.160255
2.266769,0.201381,3.493019
2.269172,0.201131,3.831906
2.271032,0.201071,4.173652
2.272786,0.201187,4.514720
2.274148,0.201297,4.857374
2.275772,0.201260,5.201048
2.276987,0.201240,5.547757
2.277235,0.201197,5.899868
2.277312,0.201067,6.256490
2.276912,0.200834,6.616530
2.276112,0.200619,6.978817
2.276138,0.200618,7.343978
2.277276,0.200966,7.711311
2.278889,0.201259,8.080634
2.280806,0.201187,8.444233
2.283502,0.201198,8.809130
2.289595,0.201390,9.186435
2.295732,0.201541,9.572361
2.297352,0.201061,9.949872
2.302294,0.201690,10.338093
2.658704,0.193113,0.141412
2.660790,0.194596,0.424537
2.663456,0.195217,0.710226
2.664956,0.196346,1.011613
2.667158,0.197976,1.316738
2.668669,0.199287,1.619546
2.669415,0.200861,1.920144
2.670645,0.202547,2.224837
2.672497,0.203020,2.533971
2.673346,0.202485,2.840857
2.674379,0.201681,3.156538
2.677128,0.201351,3.489208
2.680040,0.201142,3.828237
2.682332,0.201077,4.169979
2.684256,0.201182,4.510649
2.685978,0.201311,4.853099
2.688221,0.201320,5.197414
2.689892,0.201347,5.544920
2.690342,0.201284,5.897578
2.690641,0.201115,6.254562
2.690592,0.200891,6.615000
2.690444,0.200707,6.977617
2.690997,0.200679,7.342042
2.692431,0.200952,7.707981
2.694637,0.201203,8.076763
2.697578,0.201212,8.439634
2.701101,0.201304,8.803626
2.706915,0.201417,9.181613
2.712894,0.201502,9.568304
2.715734,0.201143,9.945380
