-152805.517068,-156788.121697,-214124.929889,217.763244,-43.019933,1222.747081
-141235.248085,-146378.185141,-200778.381942,155.057238,-966.048047,1720.340306
-125323.617558,-130645.944506,-182073.900874,68.467368,-1318.121769,981.267557
-108175.757095,-113678.238035,-163252.883756,-37.356400,-1000.336478,-1151.952573
-89675.922768,-95840.570666,-139124.430266,-109.862734,129.962561,-2245.750073
-53554.489911,-67286.882071,-139068.587658,-80.217607,396.492454,-2981.122174
-38705.892034,-53456.075543,-115112.218377,24.837587,1547.543800,-1375.876174
-27987.936491,-44840.947142,-97368.392375,194.915061,1579.973679,44.593776
-19692.324391,-38581.672030,-83781.131474,329.732419,719.607360,873.586353
-12799.647754,-32481.631962,-72606.315841,292.384547,-1041.687270,1060.862676
-5625.268929,-24674.742854,-59858.003008,84.820807,-2740.937077,629.109577
2138.326385,-15405.130705,-45978.295508,-134.740081,-2982.359696,-755.135992
7636.439264,-7580.763772,-34095.944750,-223.213968,-1752.808726,-2795.295518
13325.685014,-477.518418,-22876.847479,-93.596423,-202.857351,-4052.289810
19971.794638,9782.718613,-6677.144924,83.639895,734.371305,-4152.746778
-149018.281442,-154892.490915,-209830.095799,677.596405,-34.253159,2222.589454
-140947.764907,-147027.854932,-201074.465855,608.371599,-817.305615,1384.983159
-128314.752294,-134231.059130,-186774.816083,413.295360,-959.647714,-339.649753
-111464.822389,-118055.539671,-168108.033213,175.553347,-391.583800,-2116.567507
-89437.721987,-97398.129163,-141629.292684,-75.781267,728.904305,-2426.032393
-51050.525915,-66106.221216,-137855.065557,-141.910394,238.147090,-2216.999741
-36407.859462,-51752.504779,-112645.488423,79.968871,1066.288167,-788.000187
-26779.915702,-43576.801256,-96230.012705,569.588810,640.025948,-103.400477
-19247.529206,-37906.646684,-83965.388937,1000.588840,-408.583698,-5.003165
-12857.931782,-32128.791065,-73227.236808,890.372114,-1530.400578,-162.531466
-6067.737897,-24844.964686,-61137.058816,262.918543,-2240.269637,-141.164621
1032.833882,-16535.782161,-48048.246206,-325.187212,-2070.750972,-571.110414
7176.777205,-8779.159597,-35576.623822,-500.320884,-1257.667564,-1299.423946
13626.578327,-728.473493,-22236.683411,-218.951559,-440.665490,-1407.375978
21090.794449,9815.841955,-6123.044196,176.650979,-254.880505,-603.132150
-146650.317072,-155283.837926,-207507.167164,801.760111,170.312119,1871.250382
-141242.082514,-148212.940359,-202338.042346,656.902489,-396.888642,-442.952643
-129841.021838,-136326.286977,-189303.539607,437.893491,-386.711277,-2735.597537
-111755.114103,-119643.162677,-169218.738026,168.854863,280.239652,-3836.509961
-87067.566662,-97453.820438,-140822.752145,-170.515122,1180.038494,-3300.984356
-49053.792489,-65665.232568,-135375.230786,-247.511341,-231.027671,-2604.160817
-35670.609349,-51653.134712,-112664.863382,-33.499428,227.232856,-1821.715223
-27701.166600,-44023.116256,-98891.438128,574.045577,-429.973402,-1919.628340
-20612.195493,-38064.983047,-86688.482034,1176.308304,-1459.519890,-2099.795685
-13320.629137,-31293.609466,-73305.949579,1137.864363,-1848.351642,-1733.905891
-5271.543871,-23403.889942,-59813.654190,493.040544,-1697.227227,-405.519229
1833.649641,-15499.964645,-45394.439139,-181.548508,-1295.406399,677.687905
8985.752323,-7057.811095,-30224.221606,-439.576800,-967.876195,811.750327
16397.050521,2236.913911,-14844.489578,-184.843119,-756.598265,810.552070
22775.447173,11670.498535,-1259.339323,222.780163,-1072.770831,1748.353696
-145749.947640,-157504.894965,-207392.550353,405.139519,366.777907,709.033048
-140860.363945,-149796.814032,-202049.142283,211.513284,-18.528455,-1967.630256
-128481.552649,-136380.827208,-187907.351288,24.605147,117.171286,-3772.833762
-109381.565155,-118659.137000,-166820.508825,-144.174658,869.737290,-4162.448981
-85520.206984,-97260.074963,-137830.829356,-384.692072,1362.468175,-3199.442793
-49224.872794,-66463.725429,-135001.298797,-259.165989,-963.615573,-3034.377861
-38025.958595,-53717.798451,-113927.993833,-79.066463,-787.135004,-3176.069338
-31041.072697,-46114.449261,-100293.738447,376.815383,-1375.560230,-3766.607183
-22979.079503,-38691.140824,-86634.213304,911.472058,-2101.077195,-3904.614002
-13563.792936,-30049.292958,-70598.115630,1124.284296,-1862.341206,-3195.000393
-4025.511707,-21581.191388,-57529.182275,797.729232,-1179.027163,-1631.602363
1677.133942,-14936.612135,-45155.486964,140.007267,-850.291431,-137.562062
8393.883792,-7133.428477,-30804.147578,-206.499835,-977.509717,291.835728
16474.621121,2594.349171,-14424.667294,-29.168603,-1250.674319,274.479709
22786.863176,11701.440201,-1447.195066,396.224923,-1886.464564,809.367218
-144133.168038,-158700.310593,-205221.059714,-130.594887,424.116091,-370.851461
-138685.226847,-150777.402304,-199146.605541,-289.813176,251.435878,-2629.004089
-124655.017171,-135737.647114,-183421.846818,-379.798496,558.680480,-3616.269222
-105455.441524,-117261.912373,-162499.955552,-413.644229,1251.834538,-3612.340532
-85398.794795,-97839.992393,-134682.786936,-479.839566,1182.178007,-2775.781239
-50764.844955,-67759.129960,-138522.275065,-186.686958,-1990.757180,-3767.490869
-41697.981927,-56028.525909,-116772.003116,3.381462,-1841.313995,-4514.179138
-34155.379201,-47534.712476,-100880.701608,338.148581,-2089.026402,-4984.384163
-24463.962541,-38829.656962,-86737.346083,816.718166,-2396.028800,-4939.581792
-13432.579460,-29396.365851,-71841.681383,1300.405578,-1883.400684,-4701.322764
-4943.712926,-21557.054952,-58220.817155,1219.486681,-939.561481,-4122.556848
-518.513530,-15962.120678,-48632.286911,620.542578,-699.017972,-3373.622214
5136.470593,-9201.722967,-37019.562688,219.312663,-1116.199326,-3061.084670
13613.760747,350.353867,-20252.925045,254.108317,-1815.289889,-2910.870102
19763.519317,10309.412159,-3493.188414,528.707681,-2591.594871,-2424.209336
-143039.476071,-160245.726295,-203627.798971,-506.912675,396.815957,-920.041359
-137183.745304,-152214.783262,-197065.096943,-297.954809,503.537882,-2233.368701
-121745.599709,-136096.325199,-180067.251283,-152.205185,1155.668602,-2874.213051
-102281.329456,-117056.853118,-158762.716750,-129.649546,1815.978375,-3464.789011
-85574.874544,-98656.302169,-131614.413187,-267.969460,1096.815322,-3708.130476
-52840.305168,-69680.952706,-138680.005254,-190.846482,-2678.594553,-5277.149162
-43487.019367,-57128.393445,-117617.375019,-101.517088,-2618.865816,-5739.742556
-34224.994493,-46903.105085,-100422.196578,162.036211,-2621.125598,-5611.642583
-24259.987867,-38051.885098,-87697.309041,714.858129,-2636.408828,-5290.573421
-15386.003502,-30439.998084,-75665.517944,1462.167512,-2001.268128,-5006.218391
-7832.828711,-23378.534395,-62898.609014,1721.224901,-1077.943232,-4908.398342
-2425.749304,-17176.808273,-52402.995663,1284.731098,-862.213342,-4109.103651
3714.486539,-10112.054993,-40082.113421,727.779850,-1228.791939,-3067.095854
12398.030816,-205.245411,-21799.633247,459.103224,-1883.303670,-2225.971983
20195.060200,11244.984499,-3716.559977,577.575999,-2808.478951,-1512.635720
-140503.407840,-160890.739297,-200917.178575,-649.072824,366.827194,-1487.015148
-134809.587940,-152541.119676,-194279.429560,35.918875,670.641195,-1389.484659
-120791.287556,-137326.897963,-178446.608414,537.583620,1707.004638,-1564.564398
-102622.444054,-118607.487054,-157946.253000,612.210254,2461.862168,-3251.983352
-85955.350457,-99379.904333,-131075.632833,212.140468,1678.834766,-5252.278360
-52748.949855,-70319.509422,-137380.035856,-282.482733,-2438.511207,-7075.600179
-42215.228616,-56951.890556,-116794.064128,-380.872746,-2592.117656,-6632.106697
-31849.420972,-45720.407885,-99989.661868,-268.409629,-2782.269720,-5812.638677
-22929.445440,-37338.332558,-88855.465435,303.849360,-2932.964937,-5456.112466
-17165.902737,-31832.072728,-79569.518274,1241.112250,-2376.956607,-5133.029514
-10301.961081,-24872.871949,-67452.780047,1856.127052,-1573.028866,-4581.180058
-2902.539545,-17010.810731,-53247.354494,1624.066048,-1243.161930,-2775.826709
4426.094478,-9170.246160,-37862.375478,937.834430,-1318.761490,-619.689582
13236.189198,769.866016,-18905.243258,415.230615,-1785.186143,952.152487
21891.292535,12379.470975,-1360.745887,348.844510,-2696.150992,2188.693839
-137759.310134,-159429.741377,-198424.548628,-699.190612,353.938063,-2265.185420
-131317.927587,-150797.346593,-190219.925099,276.438311,726.713930,-968.801295
-120678.387174,-138424.398996,-177433.052287,1004.695754,1869.100854,-587.067248
-105692.711123,-121822.544359,-160150.900031,1253.268687,2794.504636,-2329.528294
-86053.790192,-100670.353940,-136206.772173,996.435268,2551.388288,-4785.306166
-51816.998846,-70657.135683,-137402.254458,11.154823,-1617.105589,-6485.318757
-39620.346283,-56777.233910,-117048.242874,-283.756365,-2071.655790,-6189.041906
-30174.144591,-46110.774543,-101610.230124,-385.954478,-2731.767492,-5773.233733
-23588.223548,-38599.845913,-90340.275326,79.084114,-3292.181078,-6028.447656
-18682.773830,-33166.333375,-81453.667143,982.320079,-2993.340633,-6194.914150
-10912.879191,-24967.934670,-67901.358685,1736.287030,-2197.466017,-5519.659412
-1778.119659,-15358.596373,-49848.256988,1579.320242,-1664.060590,-3634.729018
6364.642262,-7025.328365,-33198.101130,834.762687,-1423.860226,-1993.534415
13738.626120,1788.317158,-15748.388039,261.982835,-1635.141542,-964.777173
19976.419322,11066.487145,-2389.366307,229.866985,-2396.108707,84.763516
-136338.565351,-156665.515525,-197689.340840,-981.653762,429.714403,-1639.586333
-127961.405746,-147806.962066,-186470.922655,-111.452967,734.785787,-6.427782
-119513.076031,-137807.308118,-175499.067830,755.815810,1808.292961,165.848504
-107535.973731,-123788.956082,-161417.164693,1522.876359,2728.257679,-1103.364684
-87647.973833,-102757.257048,-139294.552738,2038.466154,2738.998806,-2328.954894
-51094.801239,-71674.734508,-139460.935799,1239.951502,-1132.210086,-3780.943578
-38686.281357,-58412.699149,-118011.158761,668.470000,-1763.010155,-4561.205973
-31108.694378,-49017.478807,-104130.332853,337.157988,-2827.706325,-5626.748688
-25697.573182,-41367.838902,-93221.978971,573.954410,-3878.972717,-6863.658715
-19734.305483,-34202.054329,-81984.963185,1220.658737,-3696.652263,-7338.932334
-10778.964707,-24439.525006,-66223.393044,1793.937298,-2717.162899,-6764.608706
-898.546489,-14058.268404,-48817.966058,1561.328542,-1987.993669,-5798.909457
6352.480839,-6026.644750,-32841.436953,667.252940,-1576.791425,-5617.805563
11890.049512,1694.348085,-15507.892637,137.528054,-1381.539992,-5920.353211
15231.685268,8338.373595,-6204.680216,434.935296,-1788.860395,-5814.859810
-136886.801826,-154357.231559,-198103.524533,-1535.506966,511.081400,476.122629
-128308.035493,-145937.127942,-187177.510790,-844.504027,695.072472,802.186014
-119913.331457,-136451.842595,-175825.848990,401.926401,1724.596031,-346.441545
-107344.580576,-122827.878152,-160218.875512,2007.214187,2549.027088,-1219.044289
-87098.944919,-102756.510709,-136986.489809,3221.864340,2445.773955,-1106.350611
-50501.286163,-73247.343449,-137338.294694,2956.842649,-992.945622,-2104.592964
-38517.502870,-60892.388193,-116659.679350,2127.925999,-1730.135767,-3848.470993
-31479.959907,-51889.979821,-103691.447918,1594.407341,-3062.911288,-5795.559732
-25779.709667,-43459.051443,-92415.714880,1579.685662,-4402.592992,-7037.029313
-18650.009632,-34147.336413,-79215.309737,1695.012484,-4231.817095,-7254.487111
-9982.244875,-23251.205274,-63903.226326,1812.409241,-3050.101218,-6730.876372
-4123.319584,-14219.278470,-48855.802669,1362.912318,-2023.643087,-5329.795688
-973.892171,-8244.912960,-35926.551230,422.194297,-1488.562825,-3851.953715
4768.444200,-721.276279,-19054.456152,58.639501,-1139.265659,-3683.258670
12850.808386,7413.349345,-10157.336088,886.741291,-1279.676854,-4771.801792
-144646.679350,-154737.950888,-191286.916894,-1833.337614,454.881694,1829.928825
-133091.390454,-145342.519689,-188584.191048,-775.941260,443.734895,648.535168
-121503.659336,-134024.144333,-176580.697906,1157.788524,1381.139451,-1308.625830
-105012.257897,-118967.109596,-156292.852242,3286.115822,2046.597098,-1330.580744
-84110.828805,-99849.030185,-131067.462630,4373.952419,1755.588767,-487.163389
-49300.941091,-73898.858847,-132727.984683,4509.651102,-1131.985120,-1564.648935
-37895.643670,-62335.863085,-112907.225743,3559.602252,-1747.157745,-3699.752387
-29983.845039,-52724.838885,-98869.134367,2841.482191,-3063.523860,-5647.877911
-23528.749681,-43662.031614,-87358.070429,2529.824156,-4466.992723,-6358.539422
-16068.788512,-33218.165240,-74428.418637,2120.849240,-4398.401627,-6258.666491
-8803.814451,-21367.648178,-58481.598125,1487.468583,-2974.536263,-5825.728035
-5695.500736,-12385.801272,-42825.073276,830.529600,-1704.892199,-4443.381504
-5749.616776,-8616.942538,-34338.258171,223.400022,-1133.066068,-1202.687694
2313.116741,-2378.750580,-25021.268679,325.867138,-960.449197,-291.876721
16760.585904,8301.793556,-11518.368625,1281.351881,-992.232577,-4044.026500
-142938.911190,-153195.464710,-188784.398193,-2277.817809,426.251708,1590.696537
-134447.170622,-144455.992822,-185464.109007,94.513815,342.769270,-749.108076
-119855.395951,-130994.427363,-172555.614834,2853.423789,1083.553826,-2380.392455
-101081.816014,-114618.537526,-150546.336730,5024.631381,1459.713780,-1634.228514
-81430.417723,-96981.900661,-126256.502564,5377.310580,1043.157176,-182.196028
-48578.729903,-73611.412908,-128957.856293,5579.529809,-1475.647293,-933.358714
-36592.968112,-61705.524969,-107704.510696,4555.183228,-1732.867949,-2518.066533
